ID,organizationName,category,additionalOrgDonateCondition,donateLink,viewLink,missionStatement,region,logo
2744,Bon Air Mountain Historical Society,Arts & Culture,FALSE,index.php?section=organizations&action=newDonation_org&fwID=2744,bamhs,"The mission of Bon Air Mountain Historical Society is to manage and operate the DeRossett Railroad Section House Museum and the Ravenscroft Mine Walking Trail for three purposes which are:To preserve the history of coal mines, the mining towns and the Nashville Chattanooga and St. Louis Railroad of Bon Air Mountain during the years between 1882 and 1936.To conduct annual community and regional events to commemorate and teach future generations about the rich history of the mining communities that once comprised one of Tennessee's largest corporations which was vital to the economy of Tennessee.To provide opportunities to preserve, protect and educate the public about environmental issues related to the unique and diverse ecosystem of the Cumberland Plateau of eastern Middle Tennessee.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/2744?thumbnail=1&maxWidth=290&maxHeight=164
121,Bonaparte's Retreat,Animals,FALSE,index.php?section=organizations&action=newDonation_org&fwID=121,BonapartesRetreat,"Founded in 2004 by Grammy-winning singer/songwriter Emmylou Harris, Bonaparte's Retreat is a small, foster-based 501(c)3 nonprofit dog  rescue organization, and was the first private animal rescue group to partner  with Metro Nashville Animal Care & Control. Our focus is on rescuing the  shelter dogs who are often overlooked or deemed unadoptable--especially senior  dogs, larger dogs, special needs dogs, or dogs in need of imminent medical care  or surgery. Our mission is to prevent these wonderful animals from being  euthanized and to place them into permanent, loving homes.pasting",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/121?thumbnail=1&maxWidth=290&maxHeight=164
318,Book'em,Education (excluding Colleges/Universities),TRUE,index.php?section=organizations&action=newDonation_org&fwID=318,Bookem,"Book'em creates a more literate Nashville and ignites children's passion for reading through book ownership and enthusiastic volunteers. We envision a future in Nashville where all children own books and know first-hand the joy and value of reading. 

Book'em brings books and reading role models to underprivileged youth in Nashville, TN. We are the largest provider of free books for kids ages 0-18 living in Davidson County, and activate 200+ volunteers annually to inspire a love for literacy and get books into the hands of our most vulnerable youth.

Book'em distributed more than 134,000 books in 2022. We have a commitment to providing books that appeal to and resonate with young people. Having books that showcase diversity is a priority for us, because many of the youth we serve are ethnically and racially diverse.   

Thank you for helping bring kids and books together!",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/318?thumbnail=1&maxWidth=290&maxHeight=164
374,"Bootstraps Foundation, Inc.",Education (excluding Colleges/Universities),FALSE,index.php?section=organizations&action=newDonation_org&fwID=374,bootstrapsfoundation,The Bootstraps Foundation rewards perseverance with opportunity by awarding scholarships to deserving youth of Middle Tennessee.,FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/374?thumbnail=1&maxWidth=290&maxHeight=164
802,"Bordeaux Hospital Advocates, Inc.",Health,TRUE,index.php?section=organizations&action=newDonation_org&fwID=802,BordeauxAdvocates,"In 1993 a group of people organized the Bordeaux Advocates to specifically provide extras for the people who lived at Bordeaux Hospital that were not in Metro Nashville's budget.  When Metro Nashville stopped the day to day operations at Bordeaux in 2015, we then worked with lessee Nashville Community Care & Rehabilitation Center at Bordeaux (formerly Bordeaux Long-Term Care and Bordeaux Hospital).  With the recent complete closure of Bordeaux by Metro Nashville at the end of 2020, we are now working with the J.B. Knowles Assisted Living and Adult Day Care facility which is located in the same complex as Bordeaux Hospital.  We look forward to providing some of the same kinds of activities and extras that we did at Bordeaux for so many years.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/802?thumbnail=1&maxWidth=290&maxHeight=164
70,Borderless Arts Tennessee,Arts & Culture,TRUE,index.php?section=organizations&action=newDonation_org&fwID=70,BAT,"Borderless Arts Tennessee is a statewide organization committed to inclusive and accessible arts programs for people with disabilities to enhance educational curriculum, enrich creative expression, empower career development, and encourage community engagement.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/70?thumbnail=1&maxWidth=290&maxHeight=164
3974,Born Again Rescue and Kennel (BARK),Animals,TRUE,index.php?section=organizations&action=newDonation_org&fwID=3974,BARK,"Our mission is to ensure the safety and well-being of stray, abandoned and unwanted animals by providing the medical care needed, and ensuring the perfect furever home is found.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/3974?thumbnail=1&maxWidth=290&maxHeight=164
642,Both Hands Foundation,Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=642,bothhands,"Both Hands' mission is to fulfill James 1:27 by serving orphans, widows, and Christian adoptive families. Both Hands' purpose is to help Christian adoptive families fund their adoptions by coordinating a service project fixing up a widow's home.  The top reason families do not adopt in the United States is due to the high cost of adoption, and we are here to eliminate that financial barrier. Both Hands' vision is to see the day when finances are not an obstacle for Christian families who are led to adopt, while simultaneously serving every widow in need of help around their home.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/642?thumbnail=1&maxWidth=290&maxHeight=164
3958,Box 55 Association,Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=3958,box55,"Throughout our more than 70 years of service, our mission has remained constant and clear: To serve the Men and Women of the Nashville Fire & EMS Department, Metro Police, Office of Emergency Management, as well as other are Municipalities First Responders on request. ",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/3958?thumbnail=1&maxWidth=290&maxHeight=164
2747,Boxing Resource Center,Youth Development,FALSE,index.php?section=organizations&action=newDonation_org&fwID=2747,boxingresource,"Boxing Resource Center's mission is to enhance fitness, learning, appreciation for, and a sense of community among youth and adults through engagement in amateur boxing.  We aim to make boxing accessible through our research, program design, educational outreach, and training.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/2747?thumbnail=1&maxWidth=290&maxHeight=164
308,Boy Scouts of America Middle TN Council,Youth Development,TRUE,index.php?section=organizations&action=newDonation_org&fwID=308,boyscoutsmtcbsa,"The mission of the Middle Tennessee Council, Boy Scouts of America (MTC, BSA) is to prepare young people to make ethical and moral choices over their lifetimes by instilling in them the values of the Scout Oath and Law. The mission is accomplished through programs that provide adventure, leadership, and a sense of accomplishment. ",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/308?thumbnail=1&maxWidth=290&maxHeight=164
78,Boys & Girls Clubs of Maury County,Youth Development,TRUE,index.php?section=organizations&action=newDonation_org&fwID=78,bgcsctn,"Our mission is to enable all young people, especially those who need us most, to reach their full potential as productive, caring, and responsible citizens. Since its inception in 1999, Boys & Girls Clubs of South Central Tennessee has been in the forefront of youth development, working with young people from disadvantaged economic, social, and family circumstances. We are dedicated to ensuring that our community's youth have greater access to quality programs and services that will enhance their lives and shape their futures. In a world that has never seemed more threatening and devoid of promise for a disproportionate number of America's children, Boys & Girls Clubs of South Central Tennessee provides a tangible measure of hope. The Club offers young people ages 5-18 what they need and want most: adults who respect and listen to them, a safe environment where they can learn, have fun, and be themselves, and interesting, constructive activities that channel youthful energy into challenging pursuits. This educational, recreational, life-enhancing mission has successfully detoured many youth from street gangs, juvenile crime, teen pregnancies, and drug use and is often credited with literally ""saving one's life"". Boys & Girls Clubs of South Central Tennessee currently serves more than 1,200 kids per year across Maury & Giles Counties. A youth development strategy underlies all Boys & Girls Club programs and fosters a sense of belonging, competence, usefulness, and influence that builds self-confidence and self-esteem. With financial assistance and scholarships available, we ensure that all youth have the same services available to them at Boys & Girls Clubs.  ",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/78?thumbnail=1&maxWidth=290&maxHeight=164
2748,Boys & Girls Clubs of Rutherford County,Youth Development,TRUE,index.php?section=organizations&action=newDonation_org&fwID=2748,BGCRutherford,"Our mission to enable all young people, especially those who need us most, to reach their full potential as productive, caring, responsible citizens.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/2748?thumbnail=1&maxWidth=290&maxHeight=164
415,Boys and Girls Clubs of Middle Tennessee,Youth Development,TRUE,index.php?section=organizations&action=newDonation_org&fwID=415,BGCMT,"Our Mission is to enable all young people, especially those who need us most, to reach their full potential as productive, caring, and  responsible citizens.  This mission is accomplished through our after school, summer enrichment, and sports programs at eleven separate Clubs in Davidson and Williamson County.  In everything we do, our programs and activities  instill in Club members four things:  a sense of competence--they can do something and do it well; a sense of usefulness--whatever they are doing, it is of value and worthy of their time; a sense of belonging--each child feels they are special and are part of something significant; and a sense of power/influence--the knowledge that their voices will be heard and that they too can influence their environment.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/415?thumbnail=1&maxWidth=290&maxHeight=164
823,The Branch of Nashville,Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=823,thebranchofnashville,"Our mission is to build a community where everyone can thrive.

The Branch of Nashville helps culturally diverse, under-resourced families in Southeast Nashville work toward self-sufficiency through food support, English language education, and referrals. Through community partnerships, we overcome socioeconomic, religious, political, and cultural divisions to assist neighbors in need.

Whether we are teaching English as a second language, cooking meals to feed volunteers, or stocking our food pantry shelves, everyone is treated with dignity and respect. Our community gives people what they need to thrive spiritually, emotionally, and materially.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/823?thumbnail=1&maxWidth=290&maxHeight=164
221,Branches Recovery Centers (Branches Counseling Center),Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=221,branchescounselingcenter,"Branches is a Christ-centered ministry that facilitates healing and hope for the whole person ... mentally, physically, and spiritually.

One of our core missions here at Branches is to make mental health accessible to any and everyone who needs it. Through our Scholarship Fund, we provide financial assistance to individuals who desire counseling but don't have insurance or can't afford our typical self pay rates. 

We have four offices in Middle Tennessee - Rutherford County, Bedford County, Wilson County, and Davidson counties.  

Our Murfreesboro office also offers both a Mental Health Medication Management Program and a Weight Loss and Wellness program. These programs go in line with our mission of facilitating healing and hope for the whole person.

In addition to our other services, we offer Virtual Life Coaching which is available to any adult in the U.S. via phone or video.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/221?thumbnail=1&maxWidth=290&maxHeight=164
643,Bravo Creative Arts Center Inc.,Arts & Culture,TRUE,index.php?section=organizations&action=newDonation_org&fwID=643,bravo,"Bravo Creative Arts Center, as an arts education organization, is dedicated to providing inspiring opportunities for area children and teens to participate in the performing arts and bringing quality, family oriented entertainment to the community.  Since Bravo's opening 16 years ago, thousands of youth have been served in the areas of dance, music, and theatre. The opportunities at Bravo are open to youth regardless of talent level or experience. Although Bravo works with many talented youth and enjoys a reputation for staging professional quality productions, Bravo's mission is not just about improving performance skills. It's also about working with a child who lacks confidence and creating an environment that allows him/her to gain the confidence needed to walk to center stage and deliver a line. It's about giving creative youth the opportunity to work as a team to put together a show and then giving them the opportunity to perform for an audience where their gifts, talents, and hard work can be appreciated.     
Bravo strives to create a supportive and inclusive atmosphere where youth feel safe to explore and take risks, thrive and do tremendous work both on and off stage.  The shows that the youth have staged for the mid state area have been well received and been given critical acclaim.

Bravo also stewards one of the largest theatrical costume collections in the country.  Over  30,000 costumes are available for creative organizations to rent for a modest amount.  During 2021, Bravo costumed over 1,000 students for theatrical productions.
This collection was previously owned by Performance Studios, and has been the primary costume resource for our mid state area, and beyond, for three decades.  During the pandemic when this important collection was at risk, Bravo supporters rescued this important collection by raising funds to purchase and volunteering hundreds of hours to relocate and maintain the costumes our community needs for our stages.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/643?thumbnail=1&maxWidth=290&maxHeight=164
2750,Braxton Lee Homestead Foundation,Arts & Culture,FALSE,index.php?section=organizations&action=newDonation_org&fwID=2750,braxtonleehomesteadfoundation,"Our mission is 'To preserve the history and the beauty of the Braxton Lee Homestead.  We are committed to educating our residents, visitors and future generations by sharing our pioneer heritage as well as overseeing the revitalization of the homestead and preserving its surrounding beauty.' 

The Braxton Lee Homestead Foundation and Board of Directors, formed in June 2018, is a tax exempt 501(c)3 organization  dedicated to the preservation, restoration and revitalization of  Braxton Lee's original homestead.  Our vision involves the preservation of the historic, 1811 log house  and adjoining Smokehouse and outdoor Polly's kitchen. The house will be adorned with gardens, natural spaces, and  brick pathways. The Braxton Lee Homestead is envisioned for educational events depicting local 19th century history, to include workshops and exhibits that tell the story preCheatham County. ",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/2750?thumbnail=1&maxWidth=290&maxHeight=164
4166,Break Away,Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=4166,breakawayeip,"Our mission is to empower and inspire victims of domestic violence and sexual assault. To provide comprehensive services so that survivors can prosper in their mental health, wellness, and enhance and cultivate new skills.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/4166?thumbnail=1&maxWidth=290&maxHeight=164
3901,Breaking Cycles Ministry,Community Improvement,TRUE,index.php?section=organizations&action=newDonation_org&fwID=3901,breakingcyclesministry,"A faith-based 501(c)3 non-profit outreach ministry, providing spiritual, educational, vocational resources and lifestyle training in the ""inner city"" of Nashville, TN.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/3901?thumbnail=1&maxWidth=290&maxHeight=164
4128,"Breaking The SSickle Cell Cycle Foundation, Inc. ",Health,TRUE,index.php?section=organizations&action=newDonation_org&fwID=4128,btsscycle,"Breaking The SSickle Cell Cycle Foundation seeks to promote sickle cell disease awareness, education, and prevention through community education and service. 
The foundation provides connections to healthcare education, resources and services for those at-risk for and/or affected by sickle cell disease within the community.  In addition to providing sickle cell disease education within the community, Breaking The SSickle Cell Cycle Foundation Inc., also seeks to bridge the gap in sickle cell disease education among healthcare professionals unfamiliar with sickle cell disease. ",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/4128?thumbnail=1&maxWidth=290&maxHeight=164
629,Brentwood/Franklin Woman's Service Club,Community Improvement,FALSE,index.php?section=organizations&action=newDonation_org&fwID=629,bfwsc,The GFWC Brentwood/Franklin Woman's Service Club is an organization dedicated to community improvement by enhancing the lives of others through volunteer service and giving. The club focuses efforts in six community service areas: Arts & Culture; Environment; Education and Library;  Health and Wellness; Civic Engagement (including domestic violence and child advocacy).,FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/629?thumbnail=1&maxWidth=290&maxHeight=164
68,"The Bridge Ministry, Inc.",Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=68,thebridgeministry,"The Bridge Ministry exists to alleviate the suffering of underprivileged children, the homeless, and the working poor by providing life-sustaining resources and a message of hope.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/68?thumbnail=1&maxWidth=290&maxHeight=164
90,Bridges for the Deaf and Hard of Hearing,Youth Development,TRUE,index.php?section=organizations&action=newDonation_org&fwID=90,bridgesfordeafandhh,"Our  mission is to build access, equity, and inclusion in partnership with the D/deaf, Deaf-Blind, and Hard of Hearing communities through advocacy, education, empowerment, and effective communication",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/90?thumbnail=1&maxWidth=290&maxHeight=164
319,Bridges of Williamson County,Housing & Shelter,TRUE,index.php?section=organizations&action=newDonation_org&fwID=319,BridgesDVC,"To serve area women, men and their children affected by domestic violence, ensuring a safe transition to successful independent community living through instruction, intervention, and case management.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/319?thumbnail=1&maxWidth=290&maxHeight=164
4289,Bridging The G-A-P Behavioral Seminars and Workshops,Youth Development,TRUE,index.php?section=organizations&action=newDonation_org&fwID=4289,BridgingTheG-A-P,Bridging The G-A-P is a non-profit organization utilizing strategies to transform the lives of juvenile and adult offenders. My programs offer techniques to replace negative obstacles contributing to deviant behavior with strategies and tools for achieving positive life changes.,FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/4289?thumbnail=1&maxWidth=290&maxHeight=164
2757,Bright Heart Foundation,Health,TRUE,index.php?section=organizations&action=newDonation_org&fwID=2757,brightheartfoundation,"Grounded in love, with a primary mission of hope, Bright Heart Foundation advocates for and supports children and their families living with the challenges of Congenital Heart Defects (CHD), while also providing support for the physicians who treat them.

CHD currently affects about 40,000 newborns in the United States each year. Of those births, 25% have a critical CHD, which generally requires surgery or other procedures in their first year of life. CHD is a lifelong battle for many children as there currently is no cure. 

Through HOPE we help heal hearts!

Bright Heart Foundation Raises Money For CHD Research
+ Our Three Programs:

SURVIVE Program
Provide support tools to doctors and nurses to use for their inpatient babies and children crucial to keeping their spirits elevated during their months/years of hospital stays as they fight to survive CHD.  (i.e. toys, blankets, stuffed animals, pacifiers, etc.)

THRIVE Program
Provide developmental support equipment to the inpatient and outpatient healthcare team in OT, PT, and Speech Therapy to use for patients as they work to reach their full ability potential and thrive. (i.e. special therapy chairs, motivational toys, special bottles, etc.) 

ALIVE Program
Provide FREE mental health care to those living with CHD, family members",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/2757?thumbnail=1&maxWidth=290&maxHeight=164
463,"BrightStone, Inc.",Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=463,brightstone,"BrightStone provides comprehensive work, social support, and future residential community for adults with special needs expanding their potential and helping them develop mentally, physically, socially, emotionally and spiritually.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/463?thumbnail=1&maxWidth=290&maxHeight=164
1296,Broken Restored Redeemed Ministries,Housing & Shelter,FALSE,index.php?section=organizations&action=newDonation_org&fwID=1296,BRRM33,"Broken Restored Redeemed ministries is a non profit(501c3) One of the largest Housing Resource ministries. That promotes Rebuilding of the Community through our Housing program from Homeless to Home Ownership. By teaching Accountability, Responsibility Sustainability. Equipping the Rebuilding HOPE to famlies by providing wrap around services: Shelter Food Clothing Jobs skills and trainings.  By Restoring the WORD through CHRIST.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/1296?thumbnail=1&maxWidth=290&maxHeight=164
4061,Brooklyn Heights Community Garden,Health,FALSE,index.php?section=organizations&action=newDonation_org&fwID=4061,brooklynheightscommunitygarden,To build community by reconnecting with nature and growing our own food.,FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/4061?thumbnail=1&maxWidth=290&maxHeight=164
820,Bryan Symphony Orchestra,Arts & Culture,TRUE,index.php?section=organizations&action=newDonation_org&fwID=820,BryanSymphonyOrchestra,"The mission of the Bryan Symphony Orchestra is to engage, educate, and enrich our community through the performance of live music. ",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/820?thumbnail=1&maxWidth=290&maxHeight=164
4142,Buchanan Arts Inc,Arts & Culture,TRUE,index.php?section=organizations&action=newDonation_org&fwID=4142,buchananartsinc,"To provide affordable, world-class art education to students of all ages, abilities and income levels in the historic heart of North Nashville. Buchanan Arts believes that all lives are improved through contact to art - some dramatically. We also believe that a city with affordable access to meaningful art education is a better place to live. Buchanan Arts increases access to high-quality visual art instruction. Buchanan Arts creates positive art experiences for students of all ages, abilities and income levels by offering affordable after school and continuing-ed programming led by top-notch instructors in professional grade facilities. The confidence and skills students gain will illuminate paths to rewarding careers in a wide array of creative fields and build self confidence through personal growth. Through rigorous programming with an emphasis on community access and engagement, Buchanan Arts will help elevate the arts in our city and take a position of leadership in affordable community-based education.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/4142?thumbnail=1&maxWidth=290&maxHeight=164
2762,Build and Learn Inc,Community Improvement,FALSE,index.php?section=organizations&action=newDonation_org&fwID=2762,buildlearn,"Build & Learn, Inc. is a community housing development organization established to assist eligible populations to obtain affordable housing, skills for constructing affordable housing and skills for living as productive citizens in their respective communities.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/2762?thumbnail=1&maxWidth=290&maxHeight=164
3755,The Build Up Foundation,Youth Development,FALSE,index.php?section=organizations&action=newDonation_org&fwID=3755,buftn,"The Build Up Foundation (B.U.F) is a non-profit holistic organization committed to helping BUILD UP the community through support of at risk youth through mentorship, education, and youth sports in the Middle Tennessee area.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/3755?thumbnail=1&maxWidth=290&maxHeight=164
592,The Building Block School for the Arts,Education (excluding Colleges/Universities),FALSE,index.php?section=organizations&action=newDonation_org&fwID=592,buildingblockartscolumbia,"'The Building Block School for the Arts (Building Block Arts) provides the utmost experience in the arts cultivating creativity, empathy, and identity in all.  We believe that the arts change lives for the better and the lessons learned through the arts build the strong foundation which creates a community of passionate people with purpose and vision. Building Block Arts provides private lessons, group lessons, classes and performances for all ages. We use the highest standards in presenting the arts as well as creating a safe environment for experimenting and growing your gift.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/592?thumbnail=1&maxWidth=290&maxHeight=164
2763,Building Entrepreneurs for Success in Tennessee,Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=2763,BESTTN,"The mission of BEST is to prepare incarcerated men and women for successful reentry.  Successful completion of the BEST prison-based program reduces recidivism by integrating behavioral health, personal development, career-coaching, and connections to reentry resources. ",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/2763?thumbnail=1&maxWidth=290&maxHeight=164
2764,Building Lives Foundation,Housing & Shelter,TRUE,index.php?section=organizations&action=newDonation_org&fwID=2764,buildinglives,"Our mission is to eliminate homelessness among our country's veterans.  We do this by providing assistance to veterans who are on the verge of going homeless through our Homeless Prevention Program.  Through Project Advance, our program to transition homeless veterans to sustained independent living, we also seek to reduce the population of veterans who are homeless or incarcerated, by providing the opportunities necessary for a successful re-entry into society to those veterans who have made a decision to change their lives. We do this in gratitude to those who have given so much of themselves to preserve the freedoms we so greatly enjoy.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/2764?thumbnail=1&maxWidth=290&maxHeight=164
2766,"Business Education Partnership Foundation of Rutherford County, Inc.",Education (excluding Colleges/Universities),FALSE,index.php?section=organizations&action=newDonation_org&fwID=2766,bepf,"The Business Education Partnership (BEP) Foundation  is a 501(c) (3) organization formed 30 years ago with the help of the Rutherford County  Chamber of Commerce.  The BEP Foundation forms and sustains valuable relationships, promoting true  collaboration between educators and businesses, stating as its mission:  ""To foster interest  in and to promote and support programs in public schools of the City of  Murfreesboro and Rutherford County that will prepare students for the business  world.""",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/2766?thumbnail=1&maxWidth=290&maxHeight=164
1322,Byrum-Porter Senior Center,Community Improvement,TRUE,index.php?section=organizations&action=newDonation_org&fwID=1322,byrumporter,"The Byrum-Porter Senior Center exists to make life more enjoyable for adults who reside in Robertson County and surrounding areas. It seeks to involve adults in events, activities and provide information and resources, which will aid and enhance their lives; physical, economically, civic, socially, emotionally and educational.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/1322?thumbnail=1&maxWidth=290&maxHeight=164
521,CABLE Foundation,Education (excluding Colleges/Universities),FALSE,index.php?section=organizations&action=newDonation_org&fwID=521,NashvilleCable,The premier leadership organization for women's professional advancement,FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/521?thumbnail=1&maxWidth=290&maxHeight=164
4125,Cafe Momentum Nashville Corporation,Youth Development,TRUE,index.php?section=organizations&action=newDonation_org&fwID=4125,CafeMomentumNashville,"Café Momentum Nashville's mission is to transform young lives by equipping justice-involved youth with life skills, education, and employment opportunities to help them achieve their full potential. ",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/4125?thumbnail=1&maxWidth=290&maxHeight=164
4108,"The Caleb Cares Project, Inc.",Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=4108,TheCalebCaresProject,"Our mission is to show love and help meet the needs of under-resourced children, youth and families in our community.  We see people for the child of God they are and will show that we love them just as He does.  The motivation behind all we do is our love for Jesus and our compassion for people.  We strive to enhance the quality of life for those in need in our community.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/4108?thumbnail=1&maxWidth=290&maxHeight=164
819,Caleb Company,Religious Institution,TRUE,index.php?section=organizations&action=newDonation_org&fwID=819,CalebGlobal,"To ignite revival in Israel, The Middle East, and the nations.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/819?thumbnail=1&maxWidth=290&maxHeight=164
320,Camp Kesem,Youth Development,FALSE,index.php?section=organizations&action=newDonation_org&fwID=320,CampKesem,"Camp Kesem is a nationwide community, driven by passionate college student leaders, that supports children through and beyond their parent's cancer. A program of Kesem, Camp Kesem currently operates over 100 free summer camps in 42 states for children ages 6 to 18 who have been touched by a parent's cancer. This camping experience has a lasting impact on children by providing them a peer-support network that understands their unique needs, builds confidence and strengthens their communication skills.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/320?thumbnail=1&maxWidth=290&maxHeight=164
1012,Camp Marymount,Youth Development,TRUE,index.php?section=organizations&action=newDonation_org&fwID=1012,CampMarymount,"The mission of Camp Marymount is Strengthening Community & Inspiring Individuals - Mind, Body & Spirit",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/1012?thumbnail=1&maxWidth=290&maxHeight=164
2771,Camp Sycamore Creek Inc,Youth Development,FALSE,index.php?section=organizations&action=newDonation_org&fwID=2771,CampSycamoreCreek,The mission of Camp Sycamore Creek is to enrich the lives of inner city children by providing them the opportunity to enjoy a fun-filled camp experience while also teaching them values and life skills.,FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/2771?thumbnail=1&maxWidth=290&maxHeight=164
4294,Can'd Aid,Community Improvement,TRUE,index.php?section=organizations&action=newDonation_org&fwID=4294,CandAid,"Can'd Aid rallies volunteers from all walks of life to build thriving communities. Through our unique + integrated approach, we distribute water, provide access and opportunities for underserved youth to experience music, arts and the outdoors; and protect and restore the environment.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/4294?thumbnail=1&maxWidth=290&maxHeight=164
910,Cannon County Community for Animals,Animals,TRUE,index.php?section=organizations&action=newDonation_org&fwID=910,CannonCountyCommunityForAnimals,"Dedicated to caring for the companion animals of Cannon County through community awareness, networking, fostering, and spay & neuter.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/910?thumbnail=1&maxWidth=290&maxHeight=164
941,Cannon County Rescue Squad,Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=941,cannoncountyrescue,"Our primary mission is to deliver Rescue Services to the citizens of Cannon County. The secondary mission of our organization is to provide disaster relief and support operations of our mutual partners in emergency services in Cannon, surrounding counties, and throughout the great State of Tennessee.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/941?thumbnail=1&maxWidth=290&maxHeight=164
